portfolio,trade id,product,side,created at,size,size unit,price,fee,total,price/fee/total unit
default,11238077,BTC-GBP,SELL,2020-11-28T20:51:33.584Z,0.27201000,BTC,13350,3.6313335,3627.7021665,GBP
default,11238082,BTC-GBP,SELL,2020-11-28T20:51:38.689Z,0.34600000,BTC,13350,4.6191,4614.4809,GBP
default,11238083,BTC-GBP,SELL,2020-11-28T20:51:39.945Z,0.60000000,BTC,13350,8.01,8001.99,GBP
default,11238084,BTC-GBP,SELL,2020-11-28T20:51:40.783Z,0.60000000,BTC,13350,8.01,8001.99,GBP
default,11238085,BTC-GBP,SELL,2020-11-28T20:51:40.873Z,0.17201463,BTC,13350,2.2963953105,2294.0989151895,GBP
default,11238635,BTC-GBP,BUY,2020-11-28T21:59:47.738Z,0.17485423,BTC,13370,2.3378010551,-2340.1388561551,GBP
default,11238637,BTC-GBP,BUY,2020-11-28T22:00:01.759Z,0.00709426,BTC,13370,0.0948502562,-94.9451064562,GBP
default,11238638,BTC-GBP,BUY,2020-11-28T22:00:02.620Z,0.00716315,BTC,13370,0.0957713155,-95.8670868155,GBP
default,11238640,BTC-GBP,BUY,2020-11-28T22:00:09.363Z,0.02257800,BTC,13370,0.30186786,-302.16972786,GBP
default,11238641,BTC-GBP,BUY,2020-11-28T22:00:28.710Z,0.00526191,BTC,13370,0.0703517367,-70.4220884367,GBP
default,11238644,BTC-GBP,BUY,2020-11-28T22:00:48.309Z,0.17122050,BTC,13370,2.289218085,-2291.507303085,GBP
default,11238690,BTC-GBP,BUY,2020-11-28T22:07:32.579Z,0.00715814,BTC,13365,0.0956685411,-95.7642096411,GBP
default,11238707,BTC-GBP,BUY,2020-11-28T22:10:23.334Z,0.05367118,BTC,13365,0.7173153207,-718.0326360207,GBP
default,11238715,BTC-GBP,BUY,2020-11-28T22:11:40.345Z,0.00385540,BTC,13368,0.0515389872,-51.5905261872,GBP
default,11238723,BTC-GBP,BUY,2020-11-28T22:13:44.380Z,0.59880320,BTC,13368,8.0048011776,-8012.8059787776,GBP
default,11238724,BTC-GBP,BUY,2020-11-28T22:13:45.986Z,0.92734140,BTC,13368,12.3966998352,-12409.0965350352,GBP
default,11238739,BTC-GBP,BUY,2020-11-28T22:15:08.348Z,0.00575781,BTC,13356.83,0.1538121786846,-77.0599015209846,GBP
default,11238831,BTC-GBP,SELL,2020-11-28T22:24:42.337Z,0.00500951,BTC,13310,0.0666765781,66.6099015219,GBP
default,11238833,BTC-GBP,SELL,2020-11-28T22:24:56.930Z,0.00178073,BTC,13310,0.0237015163,23.6778147837,GBP
default,11238836,BTC-GBP,SELL,2020-11-28T22:25:17.099Z,1.10250000,BTC,13310,14.674275,14659.600725,GBP
default,11238837,BTC-GBP,SELL,2020-11-28T22:25:17.137Z,0.87470976,BTC,13310,11.6423869056,11630.7445186944,GBP
default,11240065,BTC-GBP,BUY,2020-11-29T01:07:43.597Z,0.02027629,BTC,13299,0.26965438071,-269.92403509071,GBP
default,11240066,BTC-GBP,BUY,2020-11-29T01:07:45.435Z,0.03005583,BTC,13299,0.39971248317,-400.11219565317,GBP
default,11240067,BTC-GBP,BUY,2020-11-29T01:07:51.294Z,0.00151143,BTC,13299,0.02010050757,-20.12060807757,GBP
default,11240069,BTC-GBP,BUY,2020-11-29T01:08:23.353Z,0.08221091,BTC,13299,1.09332289209,-1094.41621498209,GBP
default,11240070,BTC-GBP,BUY,2020-11-29T01:08:27.559Z,0.26828000,BTC,13299,3.56785572,-3571.42357572,GBP
default,11240071,BTC-GBP,BUY,2020-11-29T01:08:27.564Z,0.70000000,BTC,13299,9.3093,-9318.6093,GBP
default,11240072,BTC-GBP,BUY,2020-11-29T01:08:27.594Z,0.15000000,BTC,13299,1.99485,-1996.84485,GBP
default,11240073,BTC-GBP,BUY,2020-11-29T01:08:27.600Z,0.25000000,BTC,13299,3.32475,-3328.07475,GBP
default,11240074,BTC-GBP,BUY,2020-11-29T01:08:27.620Z,0.47766000,BTC,13299,6.35240034,-6358.75274034,GBP
default,11240075,BTC-GBP,BUY,2020-11-29T01:08:27.621Z,0.00000554,BTC,13299,0.00007367646,-0.07375013646,GBP
default,11242542,ETH-BTC,BUY,2020-12-14T11:48:58.353Z,32.99000000,ETH,0.0303,0.0007996776,-1.0003966776,BTC
default,11242543,ETH-BTC,BUY,2020-12-14T11:49:01.631Z,0.00999924,ETH,0.0303,2.423815776e-7,-0.0003032193535776,BTC
default,11243949,ETH-BTC,SELL,2020-12-14T18:16:10.415Z,0.68000000,ETH,0.0304,0.0000165376,0.0206554624,BTC
default,11243950,ETH-BTC,SELL,2020-12-14T18:16:46.134Z,0.84065403,ETH,0.0304,0.0000204447060096,0.0255354378059904,BTC
default,11243951,ETH-BTC,SELL,2020-12-14T18:16:50.895Z,0.06191375,ETH,0.0304,0.0000015057424,0.0018806722576,BTC
default,11243956,ETH-BTC,SELL,2020-12-14T18:17:33.813Z,0.86007507,ETH,0.0304,0.0000209170257024,0.0261253651022976,BTC
default,11243980,ETH-BTC,SELL,2020-12-14T18:22:40.574Z,21.31848043,ETH,0.03038,0.0011657797838341,0.6464896556795659,BTC
default,11243981,ETH-BTC,SELL,2020-12-14T18:22:40.574Z,9.23887596,ETH,0.03038,0.0005052186929966,0.2801718329718034,BTC
default,11315517,BTC-GBP,BUY,2020-12-02T18:17:15.988Z,0.02147933,BTC,14285,0.30683222905,-307.13906127905,GBP
default,11315518,BTC-GBP,BUY,2020-12-02T18:17:27.052Z,0.40178000,BTC,14285,5.7394273,-5745.1667273,GBP
default,11315519,BTC-GBP,BUY,2020-12-02T18:17:27.079Z,0.15000000,BTC,14285,2.14275,-2144.89275,GBP
default,11315520,BTC-GBP,BUY,2020-12-02T18:17:27.083Z,0.12763000,BTC,14285,1.82319455,-1825.01774455,GBP
default,11315521,BTC-GBP,BUY,2020-12-02T18:17:27.201Z,0.00000497,BTC,14285,0.00007099645,-0.07106744645,GBP
default,11318209,BTC-GBP,SELL,2020-12-02T22:59:06.731Z,0.40000000,BTC,14315,5.726,5720.274,GBP
default,11318210,BTC-GBP,SELL,2020-12-02T22:59:06.750Z,0.30000000,BTC,14315,4.2945,4290.2055,GBP
default,11318317,BTC-GBP,BUY,2020-12-02T23:16:31.363Z,0.69689000,BTC,14350,10.0003715,-10010.3718715,GBP
default,11318319,BTC-GBP,BUY,2020-12-02T23:16:38.872Z,0.00000749,BTC,14350,0.0001074815,-0.1075889815,GBP
default,11322870,BTC-GBP,SELL,2020-12-03T11:12:46.750Z,0.00193300,BTC,14418,0.027869994,27.842124006,GBP
default,11322871,BTC-GBP,SELL,2020-12-03T11:12:55.648Z,0.00345063,BTC,14418,0.04975118334,49.70143215666,GBP
default,11322873,BTC-GBP,SELL,2020-12-03T11:13:04.677Z,0.48290000,BTC,14418,6.9624522,6955.4897478,GBP
default,11322894,BTC-GBP,SELL,2020-12-03T11:15:08.644Z,0.01063356,BTC,14400,0.153123264,152.970140736,GBP
default,11322895,BTC-GBP,SELL,2020-12-03T11:15:31.602Z,0.00764165,BTC,14400,0.11003976,109.92972024,GBP
default,11322896,BTC-GBP,SELL,2020-12-03T11:15:32.078Z,0.00670347,BTC,14400,0.096529968,96.433438032,GBP
default,11322897,BTC-GBP,SELL,2020-12-03T11:15:39.747Z,0.00717662,BTC,14400,0.103343328,103.239984672,GBP
default,11322899,BTC-GBP,SELL,2020-12-03T11:15:53.113Z,0.00345495,BTC,14400,0.04975128,49.70152872,GBP
default,11322900,BTC-GBP,SELL,2020-12-03T11:15:58.311Z,0.00102870,BTC,14400,0.01481328,14.79846672,GBP
default,11322902,BTC-GBP,SELL,2020-12-03T11:16:09.495Z,0.00127902,BTC,14400,0.018417888,18.399470112,GBP
default,11322903,BTC-GBP,SELL,2020-12-03T11:16:18.689Z,0.00127902,BTC,14400,0.018417888,18.399470112,GBP
default,11322912,BTC-GBP,SELL,2020-12-03T11:17:17.921Z,0.00717662,BTC,14400,0.103343328,103.239984672,GBP
default,11322928,BTC-GBP,SELL,2020-12-03T11:18:52.659Z,0.02724366,BTC,14400,0.392308704,391.916395296,GBP
default,11322929,BTC-GBP,SELL,2020-12-03T11:18:56.152Z,0.00664456,BTC,14400,0.095681664,95.585982336,GBP
default,11322930,BTC-GBP,SELL,2020-12-03T11:18:58.483Z,0.12998034,BTC,14400,1.871716896,1869.845179104,GBP
default,11325715,BTC-GBP,BUY,2020-12-03T15:59:17.945Z,0.27999828,BTC,14490,4.0571750772,-4061.2322522772,GBP
default,11325716,BTC-GBP,BUY,2020-12-03T15:59:21.048Z,0.00350000,BTC,14490,0.050715,-50.765715,GBP
default,11325717,BTC-GBP,BUY,2020-12-03T15:59:21.064Z,0.40990721,BTC,14490,5.9395554729,-5945.4950283729,GBP
default,11326162,BTC-GBP,BUY,2020-12-03T16:17:12.204Z,0.06976803,BTC,14350,1.0011712305,-1002.1724017305,GBP
default,11326164,BTC-GBP,BUY,2020-12-03T16:17:17.443Z,0.62639000,BTC,14350,8.9886965,-8997.6851965,GBP
default,11326167,BTC-GBP,BUY,2020-12-03T16:17:19.338Z,0.00000992,BTC,14350,0.000142352,-0.142494352,GBP
default,11328712,BTC-GBP,SELL,2020-12-03T20:30:14.179Z,0.01376244,BTC,14460,0.1990048824,198.8058775176,GBP
default,11328799,BTC-GBP,SELL,2020-12-03T20:39:33.359Z,0.02035499,BTC,14450,0.2941296055,293.8354758945,GBP
default,11328800,BTC-GBP,SELL,2020-12-03T20:39:37.086Z,0.01218889,BTC,14450,0.1761294605,175.9533310395,GBP
default,11329205,BTC-GBP,SELL,2020-12-03T21:21:35.052Z,0.00161890,BTC,14450,0.023393105,23.369711895,GBP
default,11329206,BTC-GBP,SELL,2020-12-03T21:21:53.242Z,0.00068859,BTC,14450,0.0099501255,9.9401753745,GBP
default,11329353,BTC-GBP,SELL,2020-12-03T21:37:35.501Z,0.00104391,BTC,14450,0.0150844995,15.0694150005,GBP
default,11329355,BTC-GBP,SELL,2020-12-03T21:37:43.583Z,1.28690000,BTC,14450,18.595705,18577.109295,GBP
default,11329356,BTC-GBP,SELL,2020-12-03T21:37:43.822Z,0.05301572,BTC,14450,0.766077154,765.311076846,GBP
default,11330501,BTC-GBP,BUY,2020-12-03T23:40:38.338Z,0.30000000,BTC,14490,4.347,-4351.347,GBP
default,11330502,BTC-GBP,BUY,2020-12-03T23:40:38.346Z,0.20000000,BTC,14490,2.898,-2900.898,GBP
default,11330503,BTC-GBP,BUY,2020-12-03T23:40:38.349Z,0.88200000,BTC,14490,12.78018,-12792.96018,GBP
default,11330504,BTC-GBP,BUY,2020-12-03T23:40:38.397Z,0.00097826,BTC,14490,0.0141749874,-14.1891623874,GBP
default,11336624,BTC-GBP,BUY,2020-12-04T12:26:24.818Z,0.04252863,BTC,14020,0.5962513926,-596.8476439926,GBP
default,11336630,BTC-GBP,BUY,2020-12-04T12:26:35.665Z,0.44993665,BTC,14020,6.308111833,-6314.419944833,GBP
default,11340301,BTC-GBP,BUY,2020-12-04T17:40:36.296Z,0.00348523,BTC,14130,0.0492462999,-49.2955461999,GBP
default,11340312,BTC-GBP,BUY,2020-12-04T17:42:26.338Z,0.04625791,BTC,14130,0.6536242683,-654.2778925683,GBP
default,11340313,BTC-GBP,BUY,2020-12-04T17:42:30.976Z,0.00181600,BTC,14130,0.02566008,-25.68574008,GBP
default,11340315,BTC-GBP,BUY,2020-12-04T17:42:35.758Z,0.16681643,BTC,14130,2.3571161559,-2359.4732720559,GBP
default,11344958,BTC-GBP,BUY,2020-12-05T00:11:47.235Z,0.07209600,BTC,13840,0.99780864,-998.80644864,GBP
default,11344960,BTC-GBP,BUY,2020-12-05T00:11:51.186Z,0.47162500,BTC,13840,6.52729,-6533.81729,GBP
default,11344961,BTC-GBP,BUY,2020-12-05T00:11:52.139Z,0.05388702,BTC,13840,0.7457963568,-746.5421531568,GBP
default,11344962,BTC-GBP,BUY,2020-12-05T00:11:52.620Z,0.01365500,BTC,13840,0.1889852,-189.1741852,GBP
default,11344963,BTC-GBP,BUY,2020-12-05T00:11:52.952Z,0.03965600,BTC,13840,0.54883904,-549.38787904,GBP
default,11344964,BTC-GBP,BUY,2020-12-05T00:11:55.617Z,0.07083400,BTC,13840,0.98034256,-981.32290256,GBP
default,11344965,BTC-GBP,BUY,2020-12-05T00:11:56.473Z,0.00006851,BTC,13840,0.0009481784,-0.9491265784,GBP
default,11353536,BTC-GBP,BUY,2020-12-06T00:13:37.005Z,0.69767000,BTC,14315,9.98714605,-9997.13319605,GBP
default,11371076,BTC-GBP,BUY,2020-12-07T20:17:12.301Z,0.70471607,BTC,14180,9.9928738726,-10002.8667464726,GBP
default,11372008,BTC-GBP,SELL,2020-12-07T21:57:38.704Z,0.00699719,BTC,14290,0.0999898451,99.8898552549,GBP
default,11372015,BTC-GBP,SELL,2020-12-07T21:59:03.222Z,0.69771888,BTC,14290,9.9704027952,9960.4323924048,GBP
default,11377030,BTC-GBP,BUY,2020-12-08T11:46:29.302Z,0.71056205,BTC,14130,10.0402417665,-10050.2820082665,GBP
default,11446425,BTC-GBP,SELL,2020-12-13T12:58:45.330Z,1.60000000,BTC,14615,18.7072,23365.2928,GBP
default,11446426,BTC-GBP,SELL,2020-12-13T12:58:45.553Z,0.40040318,BTC,14615,4.68151398056,5847.21096171944,GBP
default,11453537,BTC-GBP,BUY,2020-12-13T23:29:50.797Z,0.52120000,BTC,14394.06,13.5039313296,-7515.6880033296,GBP
default,11453538,BTC-GBP,BUY,2020-12-13T23:29:50.797Z,0.52120000,BTC,14394.91,13.5047287656,-7516.1318207656,GBP
default,11453539,BTC-GBP,BUY,2020-12-13T23:29:50.821Z,0.98329708,BTC,14400,11.3275823616,-14170.8055343616,GBP
default,11463864,BTC-GBP,SELL,2020-12-14T23:30:23.240Z,1.29330000,BTC,14500,15.00228,18737.84772,GBP
default,11463865,BTC-GBP,SELL,2020-12-14T23:30:25.651Z,0.31700000,BTC,14500,3.6772,4592.8228,GBP
default,11463866,BTC-GBP,SELL,2020-12-14T23:30:26.210Z,0.41555561,BTC,14500,4.820445076,6020.735899924,GBP
default,11464342,BTC-GBP,BUY,2020-12-15T00:36:18.052Z,0.04194639,BTC,14505,0.48674590956,-608.91913285956,GBP
default,11464383,BTC-GBP,BUY,2020-12-15T00:39:35.746Z,0.04955951,BTC,14528,1.296001010304,-721.296562290304,GBP
default,11464384,BTC-GBP,BUY,2020-12-15T00:39:50.902Z,0.06810017,BTC,14528,0.791487415808,-990.150757175808,GBP
default,11464388,BTC-GBP,BUY,2020-12-15T00:40:01.073Z,0.02377996,BTC,14528,0.276380207104,-345.751639087104,GBP
default,11464393,BTC-GBP,BUY,2020-12-15T00:40:18.271Z,0.00425667,BTC,14528,0.049472721408,-61.890374481408,GBP
default,11464394,BTC-GBP,BUY,2020-12-15T00:40:38.682Z,0.00207536,BTC,14528,0.024120664064,-30.174950744064,GBP
default,11464395,BTC-GBP,BUY,2020-12-15T00:40:49.567Z,1.29120000,BTC,14528,15.00684288,-18773.56044288,GBP
default,11464396,BTC-GBP,BUY,2020-12-15T00:40:51.093Z,0.28450000,BTC,14528,3.3065728,-4136.5225728,GBP
default,11464403,BTC-GBP,BUY,2020-12-15T00:41:59.241Z,0.25439815,BTC,14530,2.9571240956,-3699.3622435956,GBP
default,11555290,BTC-GBP,BUY,2020-12-18T17:52:59.370Z,0.14539949,BTC,16899.93,4.42303416546426,-2461.66423720116426,GBP
default,11555291,BTC-GBP,BUY,2020-12-18T17:52:59.370Z,1.33145084,BTC,16900,40.5027345528,-22542.0219305528,GBP
default,11596023,BTC-GBP,BUY,2020-12-20T21:42:03.089Z,0.30000000,BTC,17610,4.2264,-5287.2264,GBP
default,11596024,BTC-GBP,BUY,2020-12-20T21:42:03.124Z,0.07300000,BTC,17610,1.028424,-1286.558424,GBP
default,11596025,BTC-GBP,BUY,2020-12-20T21:42:03.144Z,0.02300000,BTC,17610,0.324024,-405.354024,GBP
default,11596026,BTC-GBP,BUY,2020-12-20T21:42:03.193Z,0.00078778,BTC,17610,0.01109824464,-13.88390404464,GBP
default,11643484,BTC-GBP,SELL,2020-12-22T19:21:13.299Z,0.58556459,BTC,17577.2,18.5266546404264,10274.0592567075736,GBP
default,11645970,BTC-GBP,BUY,2020-12-22T22:48:05.733Z,0.03986441,BTC,17649,1.266420549762,-704.833392639762,GBP
default,11645971,BTC-GBP,BUY,2020-12-22T22:48:05.733Z,0.03000000,BTC,17650,0.9531,-530.4531,GBP
default,11645972,BTC-GBP,BUY,2020-12-22T22:48:05.733Z,0.20000000,BTC,17650,6.354,-3536.354,GBP
default,11645973,BTC-GBP,BUY,2020-12-22T22:48:05.733Z,0.00566572,BTC,17650,0.1799999244,-100.1799579244,GBP
default,11645974,BTC-GBP,BUY,2020-12-22T22:48:05.733Z,0.00864189,BTC,17650,0.2745528453,-152.8039113453,GBP
default,11645975,BTC-GBP,BUY,2020-12-22T22:48:05.733Z,0.02000000,BTC,17652,0.635472,-353.675472,GBP
default,11645976,BTC-GBP,BUY,2020-12-22T22:48:05.733Z,0.01000000,BTC,17654,0.317772,-176.857772,GBP
default,11645977,BTC-GBP,BUY,2020-12-22T22:48:05.733Z,0.23364246,BTC,17654.39,7.42466719691892,-4132.23977659631892,GBP
default,11645978,BTC-GBP,BUY,2020-12-22T22:48:05.733Z,0.03330523,BTC,17655.99,1.05846625408986,-589.09527408178986,GBP
default,11647180,BTC-GBP,SELL,2020-12-23T00:07:58.056Z,0.41361582,BTC,17700.06,13.17784469570856,7307.84698625349144,GBP
default,11647181,BTC-GBP,SELL,2020-12-23T00:07:58.056Z,0.16750389,BTC,17700.05,5.3366890107501,2959.4905391837499,GBP
default,11647439,BTC-GBP,BUY,2020-12-23T00:27:53.392Z,0.57603570,BTC,17798.29,18.4544107901154,-10270.9048497431154,GBP
default,11648609,BTC-GBP,SELL,2020-12-23T01:41:09.438Z,0.00037473,BTC,17680,0.01192540752,6.61330099248,GBP
default,11648610,BTC-GBP,SELL,2020-12-23T01:41:09.438Z,0.03005000,BTC,17678,0.95620302,530.26769698,GBP
default,11648611,BTC-GBP,SELL,2020-12-23T01:41:09.438Z,0.01101000,BTC,17676,0.350302968,194.262457032,GBP
default,11648612,BTC-GBP,SELL,2020-12-23T01:41:09.438Z,0.01000000,BTC,17674,0.318132,176.421868,GBP
default,11648613,BTC-GBP,SELL,2020-12-23T01:41:09.438Z,0.02000000,BTC,17672,0.636192,352.803808,GBP
default,11648614,BTC-GBP,SELL,2020-12-23T01:41:09.438Z,0.03003000,BTC,17670,0.95513418,529.67496582,GBP
default,11648615,BTC-GBP,SELL,2020-12-23T01:41:09.668Z,0.47400000,BTC,17670,6.700464,8368.879536,GBP
default,11648616,BTC-GBP,SELL,2020-12-23T01:41:09.995Z,0.00057097,BTC,17670,0.00807123192,10.08096866808,GBP
default,11652840,BTC-GBP,BUY,2020-12-23T10:12:59.147Z,0.02000000,BTC,17662,0.635832,-353.875832,GBP
default,11652841,BTC-GBP,BUY,2020-12-23T10:12:59.147Z,0.01000000,BTC,17664,0.317952,-176.957952,GBP
default,11652842,BTC-GBP,BUY,2020-12-23T10:12:59.147Z,0.01100000,BTC,17666,0.3497868,-194.6757868,GBP
default,11652843,BTC-GBP,BUY,2020-12-23T10:12:59.147Z,0.03000000,BTC,17668,0.954072,-530.994072,GBP
default,11652844,BTC-GBP,BUY,2020-12-23T10:12:59.147Z,0.03000000,BTC,17670,0.95418,-531.05418,GBP
default,11652845,BTC-GBP,BUY,2020-12-23T10:12:59.147Z,0.00568966,BTC,17670,0.18096532596,-100.71725752596,GBP
default,11652846,BTC-GBP,BUY,2020-12-23T10:12:59.330Z,0.46782750,BTC,17670,6.61320954,-8273.12513454,GBP
default,11653293,BTC-GBP,SELL,2020-12-23T10:43:23.248Z,0.00060060,BTC,17560,0.0189837648,10.5275522352,GBP
default,11653294,BTC-GBP,SELL,2020-12-23T10:43:23.248Z,0.03005000,BTC,17558,0.94971222,526.66818778,GBP
default,11653295,BTC-GBP,SELL,2020-12-23T10:43:23.248Z,0.01401000,BTC,17556,0.442727208,245.516832792,GBP
default,11653296,BTC-GBP,SELL,2020-12-23T10:43:24.464Z,0.06468300,BTC,17555,0.908408052,1134.601656948,GBP
default,11653297,BTC-GBP,SELL,2020-12-23T10:43:27.837Z,0.00133103,BTC,17555,0.01869298532,23.34753866468,GBP
default,11653298,BTC-GBP,SELL,2020-12-23T10:43:28.083Z,0.46384253,BTC,17555,6.51420449132,8136.24140965868,GBP
default,11655501,BTC-GBP,BUY,2020-12-23T11:33:22.761Z,0.00634423,BTC,17200,0.0872966048,-109.2080526048,GBP
default,11655502,BTC-GBP,BUY,2020-12-23T11:33:24.515Z,0.00561178,BTC,17200,0.0772180928,-96.5998340928,GBP
default,11655539,BTC-GBP,BUY,2020-12-23T11:35:03.877Z,0.00123900,BTC,17210,0.017058552,-21.340248552,GBP
default,11655540,BTC-GBP,BUY,2020-12-23T11:35:05.811Z,0.57100000,BTC,17210,7.861528,-9834.771528,GBP
default,11655541,BTC-GBP,BUY,2020-12-23T11:35:06.349Z,0.00079615,BTC,17210,0.0109613932,-13.7127028932,GBP
default,11657177,BTC-GBP,SELL,2020-12-23T12:45:56.803Z,0.57384464,BTC,17662.92,18.24438954374784,10117.52757920505216,GBP
default,11657178,BTC-GBP,SELL,2020-12-23T12:45:56.803Z,0.01114652,BTC,17662.91,0.35438396323176,196.52559560996824,GBP
default,11657306,BTC-GBP,BUY,2020-12-23T12:47:18.775Z,0.04901900,BTC,17755,0.696265876,-871.028610876,GBP
default,11657307,BTC-GBP,BUY,2020-12-23T12:47:19.196Z,0.01197500,BTC,17755,0.1700929,-212.7862179,GBP
default,11657308,BTC-GBP,BUY,2020-12-23T12:47:19.459Z,0.26472600,BTC,17755,3.760168104,-4703.970298104,GBP
default,11657309,BTC-GBP,BUY,2020-12-23T12:47:19.766Z,0.24196600,BTC,17755,3.436885064,-4299.543215064,GBP
default,11657310,BTC-GBP,BUY,2020-12-23T12:47:20.120Z,0.01273447,BTC,17755,0.18088041188,-226.28139526188,GBP
default,11658534,BTC-GBP,SELL,2020-12-23T13:25:30.355Z,0.00003000,BTC,17780,0.00096012,0.53243988,GBP
default,11658535,BTC-GBP,SELL,2020-12-23T13:25:30.355Z,0.03005000,BTC,17778,0.96161202,533.26728798,GBP
default,11658536,BTC-GBP,SELL,2020-12-23T13:25:30.355Z,0.01401000,BTC,17776,0.448275168,248.593484832,GBP
default,11658537,BTC-GBP,SELL,2020-12-23T13:25:30.355Z,0.01000000,BTC,17774,0.319932,177.420068,GBP
default,11658538,BTC-GBP,SELL,2020-12-23T13:25:30.355Z,0.02000000,BTC,17772,0.639792,354.800208,GBP
default,11658539,BTC-GBP,SELL,2020-12-23T13:25:30.355Z,0.03003000,BTC,17770,0.96053958,532.67256042,GBP
default,11658583,BTC-GBP,SELL,2020-12-23T13:26:28.587Z,0.01491983,BTC,17770,0.21210030328,264.91327879672,GBP
default,11658584,BTC-GBP,SELL,2020-12-23T13:26:29.644Z,0.46138064,BTC,17770,6.55898717824,8192.17498562176,GBP
default,11659768,BTC-GBP,BUY,2020-12-23T14:18:03.174Z,0.58318587,BTC,17655,8.23691722788,-10304.38345207788,GBP
default,11661184,BTC-GBP,SELL,2020-12-23T15:50:39.113Z,0.03005000,BTC,17448,0.94376232,523.36863768,GBP
default,11661185,BTC-GBP,SELL,2020-12-23T15:50:39.113Z,0.01401000,BTC,17446,0.439953228,243.978506772,GBP
default,11661186,BTC-GBP,SELL,2020-12-23T15:50:39.113Z,0.01000000,BTC,17445.34,0.31401612,174.13938388,GBP
default,11661187,BTC-GBP,SELL,2020-12-23T15:50:39.113Z,0.01000000,BTC,17444,0.313992,174.126008,GBP
default,11661188,BTC-GBP,SELL,2020-12-23T15:50:39.113Z,0.02000000,BTC,17442,0.627912,348.212088,GBP
default,11661189,BTC-GBP,SELL,2020-12-23T15:50:39.113Z,0.03003000,BTC,17440,0.94270176,522.78049824,GBP
default,11661190,BTC-GBP,SELL,2020-12-23T15:50:39.219Z,0.07000000,BTC,17440,0.97664,1219.82336,GBP
default,11661191,BTC-GBP,SELL,2020-12-23T15:50:40.122Z,0.05000000,BTC,17440,0.6976,871.3024,GBP
default,11661192,BTC-GBP,SELL,2020-12-23T15:50:41.513Z,0.05000000,BTC,17440,0.6976,871.3024,GBP
default,11661207,BTC-GBP,SELL,2020-12-23T15:51:20.233Z,0.29909587,BTC,17440,4.17298557824,5212.05898722176,GBP
default,11665784,BTC-GBP,BUY,2020-12-23T21:33:31.117Z,0.58756440,BTC,17280,8.1224902656,-10161.2353222656,GBP
default,11685055,BTC-GBP,SELL,2020-12-24T22:53:25.370Z,0.05695620,BTC,17470,0.7960198512,994.2287941488,GBP
default,11685056,BTC-GBP,SELL,2020-12-24T22:53:31.251Z,0.52957269,BTC,17470,7.40130791544,9244.23358638456,GBP
default,11689153,BTC-GBP,BUY,2020-12-25T10:08:35.463Z,0.24003523,BTC,17710,7.65184306194,-4258.67576636194,GBP
default,11689154,BTC-GBP,BUY,2020-12-25T10:08:35.463Z,0.02500000,BTC,17712,0.79704,-443.59704,GBP
default,11689155,BTC-GBP,BUY,2020-12-25T10:08:35.463Z,0.01000000,BTC,17713,0.318834,-177.448834,GBP
default,11689156,BTC-GBP,BUY,2020-12-25T10:08:35.463Z,0.01000000,BTC,17714,0.318852,-177.458852,GBP
default,11689157,BTC-GBP,BUY,2020-12-25T10:08:35.463Z,0.02000000,BTC,17716,0.637776,-354.957776,GBP
default,11689158,BTC-GBP,BUY,2020-12-25T10:08:35.463Z,0.03000000,BTC,17718,0.956772,-532.496772,GBP
default,11689159,BTC-GBP,BUY,2020-12-25T10:08:35.463Z,0.16021235,BTC,17718.31,5.1096457496313,-2843.8017288781313,GBP
default,11689160,BTC-GBP,BUY,2020-12-25T10:08:35.463Z,0.00564334,BTC,17720,0.17999997264,-100.17998477264,GBP
default,11689161,BTC-GBP,BUY,2020-12-25T10:08:35.463Z,0.03000000,BTC,17720,0.95688,-532.55688,GBP
default,11689164,BTC-GBP,BUY,2020-12-25T10:08:41.658Z,0.05060129,BTC,17720,0.71732388704,-897.37218268704,GBP
default,11689165,BTC-GBP,BUY,2020-12-25T10:08:41.745Z,0.02000000,BTC,17720,0.28352,-354.68352,GBP
default,11689166,BTC-GBP,BUY,2020-12-25T10:08:41.756Z,0.35000000,BTC,17720,4.9616,-6206.9616,GBP
default,11689167,BTC-GBP,BUY,2020-12-25T10:08:41.769Z,0.00052616,BTC,17720,0.00745884416,-9.33101404416,GBP
default,11689678,BTC-GBP,SELL,2020-12-25T10:45:29.401Z,0.01431898,BTC,17636,0.454553156304,252.074978123696,GBP
default,11689679,BTC-GBP,SELL,2020-12-25T10:45:29.401Z,0.01000000,BTC,17634,0.317412,176.022588,GBP
default,11689680,BTC-GBP,SELL,2020-12-25T10:45:29.401Z,0.03002000,BTC,17632,0.952762752,528.359877248,GBP
default,11689684,BTC-GBP,SELL,2020-12-25T10:45:55.356Z,0.07547943,BTC,17630,1.06456188072,1329.63778901928,GBP
default,11689685,BTC-GBP,SELL,2020-12-25T10:45:56.855Z,0.07744377,BTC,17630,1.09226693208,1364.24139816792,GBP
default,11689686,BTC-GBP,SELL,2020-12-25T10:46:01.454Z,0.00214525,BTC,17630,0.030256606,37.790500894,GBP
default,11689687,BTC-GBP,SELL,2020-12-25T10:46:09.000Z,0.08910281,BTC,17630,1.25670603224,1569.62583426776,GBP
default,11689688,BTC-GBP,SELL,2020-12-25T10:46:09.004Z,0.05000000,BTC,17630,0.7052,880.7948,GBP
default,11689689,BTC-GBP,SELL,2020-12-25T10:46:09.020Z,0.10000000,BTC,17630,1.4104,1761.5896,GBP
